id,university_code,major_name,year,old_min,old_max,new_min,new_max,unit_original,confidence,action
b43d4ada-1523-4b33-bfd6-332eb0042873,DHK,Thiết kế vi mạch,2026,40.5,40.5,40.5,40.5,triệu VND/năm,high,updated
1b410a27-8c94-43f0-82e7-a2c96431ec24,DPT,Luật,2026,10,10,10,10,triệu VND/năm,high,updated
0b25dcb9-4bdd-48f7-8478-d6a9b92d93d6,DPT,Luật kinh tế,2026,10,10,10,10,triệu/năm,high,updated
2ad50de8-cf62-46c9-8f11-d909af923e69,DPT,Ngôn ngữ Anh,2026,10,10,10,10,triệu VND/năm,high,updated
c9864da6-5d8b-4868-acfd-a6765cf305c5,DPT,Kỹ thuật xây dựng,2026,10,10,10,10,triệu/năm,high,updated
4f658352-0a94-4ab1-b22e-09ccd26e3ce7,DPT,Quản trị kinh doanh,2026,10,10,10,10,triệu/năm,high,updated
d2a2a91f-6181-4f0e-994f-4e1f17b47ff4,DPT,Tài chính – Ngân hàng,2026,10,10,10,10,triệu VND/năm,high,updated
d33709ed-64ea-43ab-8453-c48dcb061d65,DPT,Kế toán,2026,10,10,10,10,triệu/năm,high,updated
ab02c587-2f9e-462d-9cf6-fb7cff6efcf4,DPT,Kỹ thuật cơ khí,2026,10,10,10,10,triệu VND/năm,high,updated
84363d7b-6085-4eaa-9129-4ff4419ef7e5,DPT,Kỹ thuật ô tô,2026,10,10,10,10,triệu VND/năm,high,updated
98570d23-f370-4f4a-8a1e-e3abda09dff7,DPT,Kỹ thuật xét nghiệm y học,2026,10,10,10,10,triệu/học kỳ,high,updated
bf482fde-8b0e-42f8-9028-fb7d94ea93d7,DPT,"Công nghệ kỹ thuật điện, điện tử",2026,10,10,10,10,triệu/năm,high,updated
4913708c-ff44-49c9-888d-411e0f49acc8,DQN,Quản lý giáo dục,2026,83,97,8.3,9.7,trăm nghìn VND/tín chỉ (ước tính dựa trên khung học phí công lập),low,skipped_low
42d38ebc-80f5-43f3-99c4-afde14904221,DQN,Giáo dục Mầm non,2026,83,97,8.3,9.7,triệu VND/học kỳ,high,updated
a9d24111-fc0f-4933-b2a5-ba00f3b124fb,DQN,Giáo dục Tiểu học,2026,83,97,8.3,9.7,triệu VND/học kỳ,high,updated
f782541a-20ef-4194-ad26-e96836951cfe,DQN,Kế toán (Định hướng ACCA),2026,124.5,145.5,124.5,145.5,triệu VND/năm,high,updated
1e093393-f8b8-4fe9-be97-61397549eb35,DTH,Quản trị kinh doanh,2025,70,85,70,85,triệu VND/năm,high,updated
b2b61c7d-5b3f-4595-99d5-e5330b157994,DTH,Tài chính - Ngân hàng,2025,70,85,70,85,triệu VND/năm,high,updated
961074cd-2d68-4489-9ce1-6183f381f29d,DTH,Logistics và Quản lý chuỗi cung ứng,2025,70,85,70,85,triệu VND/năm,high,updated
a6e3a87d-de8e-4485-8949-bf679919a973,DTH,Điều dưỡng,2025,70,85,70,85,triệu VND/năm,high,updated
a7d670e6-1bab-43c3-b74e-70e559bcd772,DTH,Y tế công cộng,2025,70,85,70,85,triệu VND/năm,high,updated
7db14865-a490-4776-bb27-35c5a96dbb4d,DTH,Quản lý bệnh viện,2025,70,85,70,85,triệu VND/năm,high,updated
f040e97c-50d8-49cb-b06e-2d4af67ac571,DTH,Nghệ thuật âm nhạc,2025,70,85,70,85,triệu VND/năm,high,updated
9b476dac-9638-4b1c-b313-b2c49316f531,DTH,Toán ứng dụng,2025,110,110,110,110,triệu VND/năm,high,updated
296f8f67-ce6c-4512-a603-68b89da77662,DTH,Quản trị kinh doanh,2025,120,120,120,120,triệu/năm,high,updated
ba696f8c-5a1c-404d-bb77-2541d7a19dd4,HBT,Công nghệ Thực phẩm,2025,20,20,20,20,triệu/năm,high,updated
76205766-b0d5-47c2-9dad-eccd261e16aa,NHA,Âm nhạc học,2026,1.71,1.71,17.1,17.1,triệu VND/năm,high,updated
815b9993-ead0-45fd-8eca-6c482a121074,NHA,Sáng tác âm nhạc,2026,1.71,1.71,17.1,17.1,triệu đồng/năm,high,updated
89c41cc4-7909-44e9-9199-5a7582da860c,NHA,Chỉ huy,2026,1.71,1.71,17.1,17.1,triệu đồng/năm,high,updated
03c05379-ee1d-4779-8fac-897d69d71971,NHA,Thanh nhạc,2026,1.71,1.71,17.1,17.1,triệu đồng/năm,high,updated
7b48bd95-af79-48de-a88a-bbd28085e4ff,NHA,Biểu diễn nhạc cụ phương Tây,2026,1.71,1.71,17.1,17.1,triệu đồng/năm,high,updated
d6f38112-eb45-4dc5-9f1c-2496dda2ea06,NHA,Piano,2026,1.71,1.71,17.1,17.1,triệu đồng/năm,high,updated
a2b36d7b-304d-4928-b695-c1267c478c8e,NHA,Nhạc Jazz,2026,1.71,1.71,17.1,17.1,triệu VND/năm,high,updated
eb82b642-4c0f-44f1-b04c-8074fcad5e11,NHA,Biểu diễn nhạc cụ truyền thống,2026,1.71,1.71,17.1,17.1,triệu đồng/năm,high,updated
71196098-d7e7-4723-8af2-d2460beaf3f8,QHI,Công nghệ thông tin,2026,44,44,44,44,triệu đồng/năm,high,updated
a12aaaab-2e3f-466b-b677-a4023690a232,QHI,Kỹ thuật máy tính,2026,44,44,44,44,triệu VND/năm,high,updated
b38e2d9e-b0ba-4acd-903e-cdf3fb29a004,QHI,Vật lý kỹ thuật,2026,44,44,44,44,triệu VND/năm,high,updated
8dea9d30-b871-4fea-9ac3-004d35328259,QHI,Cơ kỹ thuật,2026,44,44,44,44,triệu VND/năm,high,updated
78af7b69-cea9-44c0-832d-fa538e3acb2e,QHI,Công nghệ kỹ thuật xây dựng,2026,44,44,44,44,triệu VND/năm,high,updated
a3069a90-8406-4dfc-8797-0e676383b62d,QHI,Công nghệ kỹ thuật cơ - điện tử,2026,44,44,44,44,triệu VND/năm,high,updated
14cd53f7-b4bb-4662-b142-277d49709ff2,QHI,Công nghệ hàng không vũ trụ,2026,44,44,44,44,triệu VND/năm,high,updated
110170ef-9e4d-42dc-ae05-9aefd84c0337,QHI,Khoa học máy tính,2026,44,44,44,44,triệu đồng/năm,high,updated
19397d3a-f0d3-4136-a9b2-fa43980ed441,QHI,Công nghệ kỹ thuật điện tử – viễn thông,2026,44,44,44,44,triệu VND/năm,high,updated
1b7b02bf-9576-4444-a547-9ccf204f34ba,QHI,Công nghệ nông nghiệp,2026,44,44,44,44,triệu VND/năm,high,updated
acca026f-5f2c-4099-98e6-2d73a1fca180,QHI,Kỹ thuật điều khiển và tự động hoá,2026,44,44,44,44,triệu VND/năm,high,updated
7d059687-7571-4a3d-a31b-b1fe29363b73,QHI,Trí tuệ nhân tạo,2026,44,44,44,44,triệu VND/năm,high,updated
f1d3bf91-2911-402f-ba86-923bddd5b910,QHI,Kỹ thuật năng lượng,2026,44,44,44,44,triệu VND/năm,high,updated
0229d09e-1bb9-483c-937c-2a446d2f59ec,QHI,Hệ thống thông tin,2026,44,44,44,44,triệu VND/năm,high,updated
