id,program_id,combination_code,year,method_code,source_url
da5bc35f-7249-4837-a8cd-4bb2ca8842b7,0f08fa42-e70d-443b-b58a-9e6ec2274703,D01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
8d7d2956-77da-4324-96eb-307ccc0702a9,3f422361-1972-4656-a4b3-1a2468a9b361,A00,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
c8dba71a-6912-4b42-ad94-f3c45c1e136b,3f422361-1972-4656-a4b3-1a2468a9b361,A01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
3695cc9d-d6c5-42cc-bfa1-59f0d0700587,3f422361-1972-4656-a4b3-1a2468a9b361,D01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
8b2256e4-4347-49a7-8c3c-acd30f9fc840,24e841ea-6d33-4e65-9834-2746dd36add1,A00,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
88768170-cd51-4c56-a9df-b0593d1530bf,24e841ea-6d33-4e65-9834-2746dd36add1,A01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
7292ee82-9833-4f7b-8788-2538f670eb4f,24e841ea-6d33-4e65-9834-2746dd36add1,D01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
ccd040fe-4c1a-4c53-9273-df731216b2f3,fe4dee7d-9bcc-493f-9d40-b97f5f1598d5,A00,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
b0b0b3ac-0f13-406a-8d79-f89bc847e708,fe4dee7d-9bcc-493f-9d40-b97f5f1598d5,A01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
b51a3276-fe15-4368-9bfd-48a56afdacb7,fe4dee7d-9bcc-493f-9d40-b97f5f1598d5,D01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
88ee2ce1-3e2b-472b-962c-ebc3c0fc9dcf,7e90a057-eedc-41fe-896a-74cf060984fc,A00,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
1c932b3c-968f-4c29-8305-df28d32fb044,7e90a057-eedc-41fe-896a-74cf060984fc,A01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
af7955c0-e642-4147-bb16-32443643d8e5,7e90a057-eedc-41fe-896a-74cf060984fc,D01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
da1fe1ad-85c0-49f3-9818-41aaceccc500,a57fc662-d8ba-413c-a695-1a65ca31622b,A00,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
009ad5c1-d2c1-4112-8b5d-68bb3058e168,a57fc662-d8ba-413c-a695-1a65ca31622b,A01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
e60bb2c9-4544-4a9b-bfa1-fb5804345e1e,a57fc662-d8ba-413c-a695-1a65ca31622b,D01,2025,THPT,https://tuyensinh.uet.vnu.edu.vn
